código,nome,descrição,atualizado_em,Unidade,num_registros,primeira_data,ultima_data,intervalo_dias,valor_min,valor_max,media_valor,desvio_padrao_valor,media_frequencia,frequencia,status_atividade,status_download
12852,"Broad National Consumer Price Index, monthly variation, Belo Horizonte","Broad National Consumer Price Index, monthly variation, Belo Horizonte.",2024-09-15 16:41:17,%,422.0,1989-07-01,2024-08-01,45.0,-1.25,77.24,4.495189573459715,11.195511754969624,30.36729857819905,Mensal,Ativa,
12853,"National Consumer Price Index, monthly variation, Belo Horizonte","National Consumer Price Index, monthly variation, Belo Horizonte.",2024-09-15 16:41:18,%,422.0,1989-07-01,2024-08-01,45.0,-1.2,76.89,4.49627962085308,11.190493893673072,30.36729857819905,Mensal,Ativa,
13003,"Broad National Consumer Price Index, monthly variation, Salvador","Broad National Consumer Price Index, monthly variation, Salvador.",2024-09-15 16:42:40,%,422.0,1989-07-01,2024-08-01,45.0,-1.06,81.05,4.448883610451307,11.28206070497349,30.36729857819905,Mensal,Ativa,
13004,"National Consume Price Index, monthly variation, Salvador","National Consume Price Index, monthly variation, Salvador.",2024-09-15 16:42:41,%,422.0,1989-07-01,2024-08-01,45.0,-0.96,80.37,4.43104513064133,11.204717091278004,30.36729857819905,Mensal,Ativa,
13005,"Broad National Consumer Price Index, monthly variation, Fortaleza","Broad National Consumer Price Index, monthly variation, Fortaleza.",2024-09-15 16:42:42,%,422.0,1989-07-01,2024-08-01,45.0,-0.74,82.04,4.506817102137767,11.341368391331676,30.36729857819905,Mensal,Ativa,
13006,"National Consumer Price Index, monthly variation, Fortaleza","National Consumer Price Index, monthly variation, Fortaleza.",2024-09-15 16:42:42,%,422.0,1989-07-01,2024-08-01,45.0,-0.72,80.83,4.51418052256532,11.338769191024836,30.36729857819905,Mensal,Ativa,
13021,"Exports of goods, São Paulo","Exports of goods, São Paulo.",2024-09-15 16:42:47,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,540887.0,7064662.0,3067361.9859813084,1641332.3276735025,30.36448598130841,Mensal,Ativa,
13022,"Imports of goods, São Paulo","Imports of goods, São Paulo.",2024-09-15 16:42:47,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,347199.0,9538630.0,3678029.787383178,2190064.7685151226,30.36448598130841,Mensal,Ativa,
13023,"Trade balance, São Paulo","Trade balance, São Paulo.",2024-09-15 16:42:48,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-4697472.0,1419309.0,-610667.7686915888,948718.1197557696,30.36448598130841,Mensal,Ativa,
13024,"Broad National Consumer Price Index, monthly variation, São Paulo","Broad National Consumer Price Index, monthly variation, São Paulo.",2024-09-15 16:42:49,%,422.0,1989-07-01,2024-08-01,45.0,-0.47,79.62,4.49739336492891,11.26703584587623,30.36729857819905,Mensal,Ativa,
13025,"National Consumer Price Index, monthly variation, São Paulo","National Consumer Price Index, monthly variation, São Paulo.",2024-09-15 16:42:50,%,422.0,1989-07-01,2024-08-01,45.0,-0.43,80.65,4.523720379146919,11.2592919092154,30.36729857819905,Mensal,Ativa,
13026,"Exports of goods, Minas Gerais","Exports of goods, Minas Gerais.",2024-09-15 16:42:51,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,239472.0,4295560.0,1520374.460280374,1081338.0816598977,30.36448598130841,Mensal,Ativa,
13028,"Import of goods, Minas Gerais","Import of goods, Minas Gerais.",2024-09-15 16:42:52,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,6482.0,1832723.0,547791.7242990654,406876.5753754095,30.36448598130841,Mensal,Ativa,
13029,"Trade balance, Minas Gerais","Trade balance, Minas Gerais.",2024-09-15 16:42:56,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,65977.0,2973752.0,972582.7570093458,704720.445387598,30.36448598130841,Mensal,Ativa,
13030,"Exports of goods, Goiás","Exports of goods, Goiás.",2024-09-15 16:42:57,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,6148.0,1517844.0,329702.3785046729,353742.47013575945,30.36448598130841,Mensal,Ativa,
13031,"Import of goods, Goiás","Import of goods, Goiás.",2024-09-15 16:42:59,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,13.0,723334.0,181440.7593457944,177588.31352902928,30.36448598130841,Mensal,Ativa,
13061,"Trade balance, Goiás","Trade balance, Goiás.",2024-09-15 16:43:02,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-196227.0,1099169.0,148261.6261682243,222831.14251124536,30.36448598130841,Mensal,Ativa,
13062,"Exports of goods, Mato Grosso","Exports of goods, Mato Grosso.",2024-09-15 16:43:03,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,1817.0,3869034.0,717993.9836448599,815719.1279656767,30.36448598130841,Mensal,Ativa,
13063,"Import of goods, Mato Grosso","Import of goods, Mato Grosso.",2024-09-15 16:43:03,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,269.0,821683.0,84887.40887850468,109241.03301858812,30.36448598130841,Mensal,Ativa,
13064,"Trade balance, Mato Grosso","Trade balance, Mato Grosso.",2024-09-15 16:43:04,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-11176.0,3595158.0,633106.5887850467,727879.9071000199,30.36448598130841,Mensal,Ativa,
13065,"Exports of goods, Mato Grosso do Sul","Exports of goods, Mato Grosso do Sul.",2024-09-15 16:43:05,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,613.0,1208025.0,225755.07943925232,254056.919709832,30.36448598130841,Mensal,Ativa,
13066,"National Consumer Price Index, monthly variation, Curitiba","National Consumer Price Index, monthly variation, Curitiba.",2024-09-15 16:43:06,%,422.0,1989-07-01,2024-08-01,45.0,-1.62,84.34,4.490521327014219,11.253758293880038,30.36729857819905,Mensal,Ativa,
13067,"Import of goods, Mato Grosso do Sul","Import of goods, Mato Grosso do Sul.",2024-09-15 16:43:07,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,0.0,626596.0,150315.3831775701,150131.8884315748,30.36448598130841,Mensal,Ativa,
13068,"Trade balance, Mato Grosso do Sul","Trade balance, Mato Grosso do Sul.",2024-09-15 16:43:08,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-538644.0,931503.0,75439.7336448598,195101.468608176,30.36448598130841,Mensal,Ativa,
13069,"Exports of goods, Distrito Federal","Exports of goods, Distrito Federal.",2024-09-15 16:43:09,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,0.0,60249.0,10113.918224299065,11007.758531291773,30.36448598130841,Mensal,Ativa,
13070,"Broad National Consumer Price Index, monthly variation, Curitiba","Broad National Consumer Price Index, monthly variation, Curitiba.",2024-09-15 16:43:11,%,422.0,1989-07-01,2024-08-01,45.0,-1.41,86.0,4.477725118483412,11.224098757244796,30.36729857819905,Mensal,Ativa,
13071,"Import of goods, Distrito Federal","Import of goods, Distrito Federal.",2024-09-15 16:43:11,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,831.0,616931.0,77501.01869158879,78376.29983676631,30.36448598130841,Mensal,Ativa,
13072,"Trade balance, Distrito Federal","Trade balance, Distrito Federal.",2024-09-15 16:43:12,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-590441.0,3158.0,-67387.07710280374,72588.39789908649,30.36448598130841,Mensal,Ativa,
13073,"Exports of goods, Paraná","Exports of goods, Paraná.",2024-09-15 16:43:13,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,75742.0,2591119.0,909426.3411214954,606578.8331514678,30.36448598130841,Mensal,Ativa,
13074,"Imports of goods, Paraná","Imports of goods, Paraná.",2024-09-15 16:43:14,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,31569.0,2253768.0,751900.3060747663,583392.847522242,30.36448598130841,Mensal,Ativa,
13075,"Trade balance, Paraná","Trade balance, Paraná.",2024-09-15 16:43:15,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-655641.0,1024293.0,157526.04439252336,247046.0268284042,30.36448598130841,Mensal,Ativa,
13076,"Broad National Consumer Price Index, monthly variation, Belém metropolitan area","Broad National Consumer Price Index, monthly variation, Belém metropolitan area.",2024-09-15 16:43:16,%,416.0,1990-01-01,2024-08-01,45.0,-1.29,85.43,4.023245192307693,10.611666291942235,30.36298076923077,Mensal,Ativa,
13077,"National Consumer Price Index, monthly variation, Belém metropolitan area","National Consumer Price Index, monthly variation, Belém metropolitan area.",2024-09-15 16:43:17,%,416.0,1990-01-01,2024-08-01,45.0,-1.26,85.23,4.023677884615385,10.639546175759197,30.36298076923077,Mensal,Ativa,
13078,"Exports of goods, Rio Grande do Sul","Exports of goods, Rio Grande do Sul.",2024-09-15 16:43:17,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,101349.0,2463417.0,1003300.4158878505,577649.110842867,30.36448598130841,Mensal,Ativa,
13079,"Imports of goods, Rio Grande do Sul","Imports of goods, Rio Grande do Sul.",2024-09-15 16:43:18,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,53800.0,2083234.0,607490.2920560747,420969.3866209067,30.36448598130841,Mensal,Ativa,
13080,"Trade balance, Rio Grande do Sul","Trade balance, Rio Grande do Sul.",2024-09-15 16:43:26,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-987738.0,1346039.0,395810.10046728974,290766.5931441126,30.36448598130841,Mensal,Ativa,
13081,"Exports of goods, Santa Catarina","Exports of goods, Santa Catarina.",2024-09-15 16:43:27,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,67084.0,1214013.0,489741.0420560748,281153.76785509684,30.36448598130841,Mensal,Ativa,
13082,"Imports of goods, Santa Catarina","Imports of goods, Santa Catarina.",2024-09-15 16:43:28,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,4425.0,3077713.0,701013.1144859813,759411.15636716,30.36448598130841,Mensal,Ativa,
13083,"Trade balance, Santa Catarina","Trade balance, Santa Catarina.",2024-09-15 16:43:29,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-2134834.0,339022.0,-211272.093457944,523348.0473970009,30.36448598130841,Mensal,Ativa,
13093,"Exports of goods, Ceará","Exports of goods, Ceará.",2024-09-15 16:43:33,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,1976.0,441362.0,88700.66355140187,67171.27851279477,30.36448598130841,Mensal,Ativa,
13094,"Imports of goods, Ceará","Imports of goods, Ceará.",2024-09-15 16:43:34,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,1676.0,1454058.0,133907.67990654206,131734.69056252635,30.36448598130841,Mensal,Ativa,
13137,"Exports of goods, Bahia","Exports of goods, Bahia.",2024-09-15 16:43:52,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,51425.0,1564488.0,483874.2289719626,327908.9811616368,30.36448598130841,Mensal,Ativa,
13138,"Imports of goods, Bahia","Imports of goods, Bahia.",2024-09-15 18:13:04,US$ (thousand),428.0,1989-01-01 00:00:00,2024-08-01 00:00:00,45.0,2126.0,1563240.0,383739.5630841121,291840.8043700561,30.36448598130841,Mensal,Ativa,
13139,"Trade balance, Bahia","Trade balance, Bahia.",2024-09-15 16:44:00,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-616816.0,711724.0,100134.68457943926,154363.74363542703,30.36448598130841,Mensal,Ativa,
13144,"Exports of goods, Acre","Exports of goods, Acre.",2024-09-15 18:13:07,US$ (thousand),416.0,1990-01-01 00:00:00,2024-08-01 00:00:00,45.0,0.0,15264.0,1362.4471153846157,1764.230827203263,30.36298076923077,Mensal,Ativa,
13145,"Exports of goods, Amapá","Exports of goods, Amapá.",2024-09-15 16:44:19,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,0.0,89782.0,14762.30528846154,14437.495409917665,30.36298076923077,Mensal,Ativa,
13146,"Exports of goods, Amazonas","Exports of goods, Amazonas.",2024-09-15 16:44:20,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,5444.0,227626.0,63551.48317307692,40547.9800430998,30.36298076923077,Mensal,Ativa,
13147,"Exports of goods, Pará","Exports of goods, Pará.",2024-09-15 16:44:21,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,40045.0,3535710.0,761963.7920560747,677205.9558748722,30.36448598130841,Mensal,Ativa,
13148,"Exports of goods, Rondônia","Exports of goods, Rondônia.",2024-09-15 16:44:22,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,270.0,398362.0,52707.90625,69151.59006741227,30.36298076923077,Mensal,Ativa,
13149,"Exports of goods, Roraima","Exports of goods, Roraima.",2024-09-15 16:44:27,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,0.0,82645.0,4595.629807692308,10615.020427993712,30.36298076923077,Mensal,Ativa,
13150,"Exports of goods, Tocantins","Exports of goods, Tocantins.",2024-09-15 16:44:29,US$ (thousand),344.0,1996-01-01,2024-08-01,45.0,0.0,465963.0,58929.348837209305,86643.8725179015,30.348837209302324,Mensal,Ativa,
13151,"Imports of goods, Acre","Imports of goods, Acre.",2024-09-15 16:44:30,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,0.0,22951.0,289.1442307692308,1201.4094366905254,30.36298076923077,Mensal,Ativa,
13152,"Imports of goods, Amapá","Imports of goods, Amapá.",2024-09-15 16:44:31,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,0.0,187773.0,10469.46875,25382.99145564949,30.36298076923077,Mensal,Ativa,
13153,"Imports of goods, Amazonas","Imports of goods, Amazonas.",2024-09-15 16:44:31,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,61223.0,1639079.0,598132.4735576923,387820.10177753377,30.36298076923077,Mensal,Ativa,
13154,"Imports of goods, Pará","Imports of goods, Pará.",2024-09-15 16:44:32,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,945.0,307847.0,64555.89018691589,53585.275435544194,30.36448598130841,Mensal,Ativa,
13155,"Imports of goods, Rondônia","Imports of goods, Rondônia.",2024-09-15 16:44:33,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,0.0,236328.0,26503.08653846154,32203.052537451207,30.36298076923077,Mensal,Ativa,
13156,"Imports of goods, Roraima","Imports of goods, Roraima.",2024-09-15 16:44:34,US$ (thousand),416.0,1990-01-01,2024-08-01,45.0,0.0,40520.0,840.4759615384615,2407.689594811368,30.36298076923077,Mensal,Ativa,
13157,"Imports of goods, Tocantins","Imports of goods, Tocantins.",2024-09-15 16:44:35,US$ (thousand),308.0,1999-01-01,2024-08-01,45.0,101.0,98595.0,14425.02922077922,18336.334935554874,30.337662337662337,Mensal,Ativa,
13166,"Trade balance, Ceará","Trade balance, Ceará.",2024-09-15 16:44:36,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-1375772.0,204806.0,-45207.10280373832,104345.6214609364,30.36448598130841,Mensal,Ativa,
13167,"Exports of goods, Piauí","Exports of goods, Piauí.",2024-09-15 16:44:37,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,1301.0,208472.0,23923.79906542056,40800.70836359634,30.36448598130841,Mensal,Ativa,
13168,"Imports of goods, Piauí","Imports of goods, Piauí.",2024-09-15 16:44:38,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,0.0,148529.0,9874.609813084113,16006.73607441763,30.36448598130841,Mensal,Ativa,
13169,"Trade balance, Piauí","Trade balance, Piauí.",2024-09-15 16:44:39,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-97182.0,196830.0,14049.179906542056,35110.763891335824,30.36448598130841,Mensal,Ativa,
13244,"Exports of goods, Maranhão","Exports of goods, Maranhão.",2024-09-15 16:44:52,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,2933.0,717626.0,169439.19158878503,141808.8626770784,30.36448598130841,Mensal,Ativa,
13245,"Imports of goods, Maranhão","Imports of goods, Maranhão.",2024-09-15 16:44:52,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,0.0,1259271.0,197574.8995327103,219008.6086999232,30.36448598130841,Mensal,Ativa,
13247,"Trade balance, Maranhão","Trade balance, Maranhão.",2024-09-15 16:44:53,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-1126898.0,376870.0,-28135.717289719625,163083.96526357473,30.36448598130841,Mensal,Ativa,
13248,"Broad National Consumer Price Index, monthly variation, Brasília","Broad National Consumer Price Index, monthly variation, Brasília.",2024-09-15 16:44:54,%,422.0,1989-07-01,2024-08-01,45.0,-0.98,87.96,4.520829383886256,11.37904658619192,30.36729857819905,Mensal,Ativa,
13250,"National Consumer Price Index, monthly variation, Brasília","National Consumer Price Index, monthly variation, Brasília.",2024-09-15 16:44:56,%,422.0,1989-07-01,2024-08-01,45.0,-1.18,83.7,4.495734597156398,11.350680614359828,30.36729857819905,Mensal,Ativa,
13255,"Broad National Consumer Price Index, monthly variation, Goiânia","Broad National Consumer Price Index, monthly variation, Goiânia.",2024-09-15 16:44:57,%,404.0,1991-01-01,2024-08-01,45.0,-2.12,46.04,3.2265841584158417,8.492764791971949,30.361386138613863,Mensal,Ativa,
13258,"National Consumer Price Index, monthly variation, Goiânia","National Consumer Price Index, monthly variation, Goiânia.",2024-09-15 16:44:57,%,404.0,1991-01-01,2024-08-01,45.0,-1.81,48.22,3.2491584158415843,8.512757892284881,30.361386138613863,Mensal,Ativa,
13341,"Exports of goods, Pernambuco","Exports of goods, Pernambuco.",2024-09-15 16:45:10,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,7924.0,508714.0,76918.64719626168,63873.15480511466,30.36448598130841,Mensal,Ativa,
13342,"Exports of goods, Paraíba","Exports of goods, Paraíba.",2024-09-15 16:45:11,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,1196.0,37333.0,11502.591121495328,6462.68555112045,30.36448598130841,Mensal,Ativa,
13343,"Exports of goods, Alagoas","Exports of goods, Alagoas.",2024-09-15 16:45:12,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,415.0,254206.0,43496.07943925234,42941.84822776212,30.36448598130841,Mensal,Ativa,
13344,"Exports of goods, Rio Grande do Norte","Exports of goods, Rio Grande do Norte.",2024-09-15 16:45:13,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,2855.0,162695.0,23599.05841121495,20923.119280367056,30.36448598130841,Mensal,Ativa,
13345,"Exports of goods, Sergipe","Exports of goods, Sergipe.",2024-09-15 16:45:14,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,331.0,59508.0,6591.27570093458,7952.235567941033,30.36448598130841,Mensal,Ativa,
13346,"Imports of goods, Pernambuco","Imports of goods, Pernambuco.",2024-09-15 16:45:15,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,5974.0,1026350.0,250652.4626168224,240590.38846965088,30.36448598130841,Mensal,Ativa,
13347,"Imports of goods, Paraíba","Imports of goods, Paraíba.",2024-09-15 16:45:16,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,92.0,210567.0,30766.0023364486,30749.336239556404,30.36448598130841,Mensal,Ativa,
13348,"Imports of goods, Alagoas","Imports of goods, Alagoas.",2024-09-15 16:45:16,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,228.0,108776.0,25631.48831775701,23747.09179487351,30.36448598130841,Mensal,Ativa,
13349,"Imports of goods, Rio Grande do Norte","Imports of goods, Rio Grande do Norte.",2024-09-15 16:45:17,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,0.0,132377.0,14575.023364485982,15421.697946089997,30.36448598130841,Mensal,Ativa,
13350,"Imports of goods, Sergipe","Imports of goods, Sergipe.",2024-09-15 16:45:19,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,0.0,267225.0,13255.18691588785,20255.55965689817,30.36448598130841,Mensal,Ativa,
13351,"Trade balance, Pernambuco","Trade balance, Pernambuco.",2024-09-15 16:45:20,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-884190.0,67081.0,-173733.7663551402,201577.01606140923,30.36448598130841,Mensal,Ativa,
13352,"Trade balance, Paraíba","Trade balance, Paraíba.",2024-09-15 16:45:21,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-194730.0,17868.0,-19263.3761682243,29474.342038387746,30.36448598130841,Mensal,Ativa,
13353,"Trade balance, Alagoas","Trade balance, Alagoas.",2024-09-15 16:45:22,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-70507.0,222635.0,17864.61214953271,43619.50928872614,30.36448598130841,Mensal,Ativa,
13354,"Trade balance, Rio Grande do Norte","Trade balance, Rio Grande do Norte.",2024-09-15 16:45:23,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-114561.0,121798.0,9024.04906542056,18826.43351200992,30.36448598130841,Mensal,Ativa,
13356,"Trade balance, Sergipe","Trade balance, Sergipe.",2024-09-15 16:45:24,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-262758.0,37017.0,-6663.897196261682,20236.47448048308,30.36448598130841,Mensal,Ativa,
13381,"Broad National Consumer Price Index, monthly variation, Rio de Janeiro","Broad National Consumer Price Index, monthly variation, Rio de Janeiro.",2024-09-15 16:45:31,%,422.0,1989-07-01,2024-08-01,45.0,-0.67,83.77,4.53090047393365,11.232731001098538,30.36729857819905,Mensal,Ativa,
13382,"National Consumer Price Index, monthly variation, Rio de Janeiro","National Consumer Price Index, monthly variation, Rio de Janeiro.",2024-09-15 16:45:31,%,422.0,1989-07-01,2024-08-01,45.0,-0.61,84.4,4.528744075829384,11.270041450052044,30.36729857819905,Mensal,Ativa,
13383,"Export of goods, Rio de Janeiro","Export of goods, Rio de Janeiro.",2024-09-15 16:45:33,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,61592.0,5790373.0,1163877.5210280374,1174526.5094278862,30.36448598130841,Mensal,Ativa,
13384,"Imports of goods, Rio de Janeiro","Imports of goods, Rio de Janeiro.",2024-09-15 16:45:33,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,201014.0,3895013.0,1025192.6261682244,703038.1979986575,30.36448598130841,Mensal,Ativa,
13385,"Trade balance, Rio de Janeiro","Trade balance, Rio de Janeiro.",2024-09-15 16:45:34,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-1949130.0,3698027.0,138684.8948598131,697935.7879789006,30.36448598130841,Mensal,Ativa,
13386,"Export of goods, Espírito Santo","Export of goods, Espírito Santo.",2024-09-15 16:45:35,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,14323.0,1539846.0,496029.86682242993,329137.0547331544,30.36448598130841,Mensal,Ativa,
13387,"Imports of goods, Espírito Santo","Imports of goods, Espírito Santo.",2024-09-15 16:45:36,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,32379.0,2208577.0,394772.773364486,268152.1478704644,30.36448598130841,Mensal,Ativa,
13388,"Trade balance, Espírito Santo","Trade balance, Espírito Santo.",2024-09-15 16:45:37,US$ (thousand),428.0,1989-01-01,2024-08-01,45.0,-1393247.0,659603.0,101257.1261682243,191249.98032458112,30.36448598130841,Mensal,Ativa,
13521,Target inflation rate,Target inflation rate.,2024-09-15 16:45:57,%,27.0,1999-01-01,2025-01-01,-108.0,3.0,8.0,4.398148148148148,0.9738387050029504,351.7407407407408,Indeterminado,Ativa,
13522,"National consumer price index (IPCA), in 12 months","National consumer price index (IPCA), in 12 months.",2024-09-15 16:45:58,%,525.0,1980-12-01,2024-08-01,45.0,1.65,6821.31,304.36262857142856,857.4148641062887,30.37904761904762,Mensal,Ativa,
